id,caminho_original,nome_original,caminho_final,nome_final,categoria,pagina_associada,qualidade,orientacao,confianca,status,sha256,observacoes
057,Photos-3-001/unnamed (50).webp,unnamed (50).webp,IMAGENS_MARCUS_REBOQUE/05_CAMINHOES_E_PLATAFORMAS/marcus-reboque-caminhao-plataforma-fortaleza-ce-02.webp,marcus-reboque-caminhao-plataforma-fortaleza-ce-02.webp,15_CAMINHOES_E_PLATAFORMAS,frota / caminhoes e plataformas,media,quadrada,alto,renomeado_e_organizado,7C63C254FE7FB883996F4E49FB46C64C53D58C410BBB3120929004610770A44C,placas e letreiro de terceiro visiveis; usar com cautela
058,Photos-3-001/unnamed (51).webp,unnamed (51).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-13.webp,marcus-reboque-guincho-carro-fortaleza-ce-13.webp,04_CARROS,carros,media,quadrada,alto,renomeado_e_organizado,C2AAF25F4A47EE9928871F6E3CD12662603A6B4DA8C57AAF9B9E22352D33D92E,possivel mesma sequencia de atendimento do sedan vermelho
059,Photos-3-001/unnamed (52).webp,unnamed (52).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/07_BARCOS_E_JET_SKIS/marcus-reboque-transporte-barco-fortaleza-ce-02.webp,marcus-reboque-transporte-barco-fortaleza-ce-02.webp,09_BARCOS_E_JET_SKIS,barcos e jet skis,media,quadrada,alto,renomeado_e_organizado,01AB48402FD21ED48EE479836919CE2A4028B4AE2056A0BF2628F746701C1AF6,barco bem visivel
060,Photos-3-001/unnamed (53).webp,unnamed (53).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/08_MAQUINAS_AGRICOLAS/marcus-reboque-transporte-maquina-agricola-fortaleza-ce-04.webp,marcus-reboque-transporte-maquina-agricola-fortaleza-ce-04.webp,10_MAQUINAS_AGRICOLAS,maquinas agricolas,media,quadrada,alto,renomeado_e_organizado,1C95857E3DE2885F96F73AE6A7ABC87E3F623BA270DD9B81394C45EF0C3EA9FE,trator claramente identificavel
061,Photos-3-001/unnamed (54).webp,unnamed (54).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-07.webp,marcus-reboque-guincho-caminhonete-fortaleza-ce-07.webp,05_CAMINHONETES,caminhonetes,media,quadrada,alto,renomeado_e_organizado,7FBC94F338F387BB6D052BEB8BC3EDD69C560BF5C1BCA159A4CAF35333116964,placa borrada/oculta; enquadramento fechado
062,Photos-3-001/unnamed (55).webp,unnamed (55).webp,IMAGENS_MARCUS_REBOQUE/99_PENDENTES_DE_REVISAO/CLASSIFICACAO_INCONCLUSA/unnamed (55).webp,unnamed (55).webp,03_MOTOS,motos e motocicletas,media,quadrada,medio,pendente_movido_sem_renomear,3112E7913A7113DE0B52F62AD87D6D5AC0CA347EEC647773BDAFF443D48D151D,confianca media na identificacao/categoria registrada na auditoria; validar classificacao visual com responsavel antes de renomear/publicar; motos predominam; ha objeto/veiculo adicional na carga
063,Photos-3-001/unnamed (56).webp,unnamed (56).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-08.webp,marcus-reboque-guincho-caminhonete-fortaleza-ce-08.webp,05_CAMINHONETES,caminhonetes,baixa,quadrada,alto,renomeado_e_organizado,E2FC2367E82051279CDDC74B845D42C345168B9018AD5A4A72E9F3F51C97C9B6,veiculo cortado pelo enquadramento
064,Photos-3-001/unnamed (57).webp,unnamed (57).webp,IMAGENS_MARCUS_REBOQUE/02_HERO/marcus-reboque-hero-guincho-caminhonete-fortaleza-ce-03.webp,marcus-reboque-hero-guincho-caminhonete-fortaleza-ce-03.webp,02_HERO,hero,alta,horizontal,alto,renomeado_e_organizado,CF6D980C9015A43AFB9E229A9FFB0C0270C928C6C4ADDB761AF80A464C87AC35,"horizontal, veiculo grande e caminhao bem enquadrados"
065,Photos-3-001/unnamed (58).webp,unnamed (58).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/08_MAQUINAS_AGRICOLAS/marcus-reboque-transporte-maquina-agricola-fortaleza-ce-05.webp,marcus-reboque-transporte-maquina-agricola-fortaleza-ce-05.webp,10_MAQUINAS_AGRICOLAS,maquinas agricolas,alta,quadrada,alto,renomeado_e_organizado,CD882C981ED9D2957A0CF97A91244115948F22B58CA40936A3E50E40BD512D13,"bom registro, mas quadrado; hash similar a #073 por composicao"
066,Photos-3-001/unnamed (59).webp,unnamed (59).webp,IMAGENS_MARCUS_REBOQUE/99_PENDENTES_DE_REVISAO/INADEQUADAS_PUBLICACAO/unnamed (59).webp,unnamed (59).webp,25_INADEQUADAS_PARA_PUBLICACAO,pendente - inadequada para publicacao,baixa,quadrada,alto,pendente_movido_sem_renomear,2B47407CA9F398FC6B42E3A7AACC9E1BC00F3585F5B318CD5665CCED7934972A,inadequada para publicacao direta; manter fora do lote publico; marca de terceiro domina a imagem; marca de terceiro muito proeminente
067,Photos-3-001/unnamed (60).webp,unnamed (60).webp,IMAGENS_MARCUS_REBOQUE/99_PENDENTES_DE_REVISAO/CLASSIFICACAO_INCONCLUSA/unnamed (60).webp,unnamed (60).webp,05_CAMINHONETES,caminhonetes,media,quadrada,medio,pendente_movido_sem_renomear,FBC20C095C80DF138529EC987C5C7271EEF4215B03D445A6D41D3A4BC3A68369,"confianca media na identificacao/categoria registrada na auditoria; validar classificacao visual com responsavel antes de renomear/publicar; parece SUV antigo, mas uso como caminhonete e mais seguro"
068,Photos-3-001/unnamed (61).webp,unnamed (61).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-10.webp,marcus-reboque-guincho-caminhonete-fortaleza-ce-10.webp,05_CAMINHONETES,caminhonetes,media,quadrada,alto,renomeado_e_organizado,1B8B3BD7B91F2FE82D2976C558A2ABCDE3871B7C4FF4AAFEFC7B9F5AAE588685,boa visualizacao do veiculo
069,Photos-3-001/unnamed (62).webp,unnamed (62).webp,IMAGENS_MARCUS_REBOQUE/99_PENDENTES_DE_REVISAO/INADEQUADAS_PUBLICACAO/unnamed (62).webp,unnamed (62).webp,25_INADEQUADAS_PARA_PUBLICACAO,pendente - inadequada para publicacao,baixa,quadrada,alto,pendente_movido_sem_renomear,D76A050625704E8E12656B1E06D947EB23595AF47CCEF3736620D3D07A44E823,inadequada para publicacao direta; manter fora do lote publico; viaturas/marcas oficiais em contexto sensivel; marcas oficiais e contexto sensivel de seguranca publica
070,Photos-3-001/unnamed (63).webp,unnamed (63).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/06_VEICULOS_ESPECIAIS/marcus-reboque-transporte-veiculo-especial-fortaleza-ce-02.webp,marcus-reboque-transporte-veiculo-especial-fortaleza-ce-02.webp,08_VEICULOS_ESPECIAIS,veiculos especiais,media,quadrada,alto,renomeado_e_organizado,05D5A7C340358475200A310E4EA8C870D4231FB64B8AD4465F138D290208942A,veiculo especial bem identificado
071,Photos-3-001/unnamed (64).webp,unnamed (64).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/09_VEICULOS_ANTIGOS/marcus-reboque-transporte-veiculo-antigo-fortaleza-ce-03.webp,marcus-reboque-transporte-veiculo-antigo-fortaleza-ce-03.webp,11_VEICULOS_ANTIGOS,veiculos antigos,media,quadrada,alto,renomeado_e_organizado,CB5A8F7E972A4A6C1E94B9526E6A003FA64BD650A63776CD9AB930EA3D404484,veiculo antigo bem caracterizado
072,Photos-3-001/unnamed (65).webp,unnamed (65).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-11.webp,marcus-reboque-guincho-caminhonete-fortaleza-ce-11.webp,05_CAMINHONETES,caminhonetes,media,quadrada,alto,renomeado_e_organizado,495C6131424032089E4BB45E764181C2702E6676956DE8137D3FDAA22C072386,boa foto de servico
073,Photos-3-001/unnamed (66).webp,unnamed (66).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-12.webp,marcus-reboque-guincho-caminhonete-fortaleza-ce-12.webp,05_CAMINHONETES,caminhonetes,alta,quadrada,alto,renomeado_e_organizado,809680CBA3DB95DE1096C3C02BD2E682BCC745683F110CA6FB8373C406AC4467,boa composicao com cidade ao fundo; hash similar a #065 por composicao
074,Photos-3-001/unnamed (67).webp,unnamed (67).webp,IMAGENS_MARCUS_REBOQUE/99_PENDENTES_DE_REVISAO/CLASSIFICACAO_INCONCLUSA/unnamed (67).webp,unnamed (67).webp,14_PEQUENAS_CARGAS,pequenas cargas,media,quadrada,medio,pendente_movido_sem_renomear,CA496F43B255C10FEE58930457615AC32FFE0A5849152060E8E5ECBD007CDA7E,confianca media na identificacao/categoria registrada na auditoria; validar classificacao visual com responsavel antes de renomear/publicar; marca de terceiro no equipamento; usar com cautela
075,Photos-3-001/unnamed (68).webp,unnamed (68).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-13.webp,marcus-reboque-guincho-caminhonete-fortaleza-ce-13.webp,05_CAMINHONETES,caminhonetes,media,quadrada,alto,renomeado_e_organizado,F023135B5BE70FE481C76E6872CE190E6AEBA153D911902D9389C7E4A08AA29A,boa identificacao do servico
076,Photos-3-001/unnamed (69).webp,unnamed (69).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/06_VEICULOS_ESPECIAIS/marcus-reboque-transporte-veiculo-especial-fortaleza-ce-03.webp,marcus-reboque-transporte-veiculo-especial-fortaleza-ce-03.webp,08_VEICULOS_ESPECIAIS,veiculos especiais,media,quadrada,alto,renomeado_e_organizado,285E3F7F14A0E9B7D7BCDB76057794E074A8C386C048AE015F4EE90ED30F5FFF,veiculo especial bem visivel
077,Photos-3-001/unnamed (70).webp,unnamed (70).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-14.webp,marcus-reboque-guincho-carro-fortaleza-ce-14.webp,04_CARROS,carros,media,quadrada,alto,renomeado_e_organizado,081921529AB536ECAE16AF14317456BC1743DB600AA72D499BCF7FE5BEC43BCA,boa presenca do caminhao
078,Photos-3-001/unnamed (71).webp,unnamed (71).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-15.webp,marcus-reboque-guincho-carro-fortaleza-ce-15.webp,04_CARROS,carros,media,quadrada,alto,renomeado_e_organizado,EF55E759C3694B4101A15DA4ABBDD738353C4B8B3613B41F4FBD65EE49AF8865,"servico claro, imagem quadrada"
079,Photos-3-001/unnamed (72).webp,unnamed (72).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-14.webp,marcus-reboque-guincho-caminhonete-fortaleza-ce-14.webp,05_CAMINHONETES,caminhonetes,alta,quadrada,alto,renomeado_e_organizado,36699B6AEDFE8BEF1350C8F23D54DBAC468B99AD6A1F26CF11C2CB027E138850,bom momento de embarque
080,Photos-3-001/unnamed (73).webp,unnamed (73).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-15.webp,marcus-reboque-guincho-caminhonete-fortaleza-ce-15.webp,05_CAMINHONETES,caminhonetes,media,quadrada,alto,renomeado_e_organizado,F7075E340073481919E60ABB12EC8FBCEACDEC2FFB5BBFEAA26FA8E1BAFBBBED,imagem clara do veiculo
081,Photos-3-001/unnamed (74).webp,unnamed (74).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/09_VEICULOS_ANTIGOS/marcus-reboque-transporte-veiculo-antigo-fortaleza-ce-04.webp,marcus-reboque-transporte-veiculo-antigo-fortaleza-ce-04.webp,11_VEICULOS_ANTIGOS,veiculos antigos,alta,quadrada,alto,renomeado_e_organizado,21F0E5D343F09393878F78B06E6EA13904F60D92962B4E7C0C87F9BA010FDCA3,veiculo antigo bem destacado
082,Photos-3-001/unnamed (75).webp,unnamed (75).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-16.webp,marcus-reboque-guincho-caminhonete-fortaleza-ce-16.webp,05_CAMINHONETES,caminhonetes,media,quadrada,alto,renomeado_e_organizado,C91A2D63DD3B07AF6F2ECEE1D158227F6F2D8725E4A7C6AF14C719CE07EE8993,"imagem clara, fundo urbano"
083,Photos-3-001/unnamed.webp,unnamed.webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-16.webp,marcus-reboque-guincho-carro-fortaleza-ce-16.webp,04_CARROS,carros,media,quadrada,alto,renomeado_e_organizado,247CBF38742E9CFF11B588A3A2B36FF4E51EC228D16C6F7452564AABCE563704,imagem clara do servico
